id,owner_id,title,description,duration,date,views,comments,likes_count,reposts_count,player,can_like,can_repost,can_dislike,is_pinned,image_url
456239756,-211229778,Женский Форум #79,"Сделай подарок любимым, а МТС Live подарит тебе праздничный кешбэк 25% при покупке любых билетов на МТС Live: https://l.mts.ru/zhenforum 
Erid: 2VtzqvRythj

Купер — это твой человек по покупкам! Он привезёт всё нужное от продуктов и блюд из ресторанов до цветов и лекарств из аптек. А ещё сейчас в Купере проходит СуперКупер розыгрыш: просто заказывай в приложении, копи КуперКоины и участвуй в розыгрыше крутых призов, среди которых игровая приставка и тот самый стайлер. Скачивайте приложение: https://vk.cc/cIIxgb
Erid: 2VtzqwiMPnD

Подарки любимым в Спортмастере! А промокод СМЕХ даёт дополнительную скидку 20% на одежду, обувь и аксессуары в мобильном приложении и на сайте до 05.03.2025: https://vk.cc/cIKpA4
Erid: 2VtzqxEBZC9

Черный Жемчуг - эксперт по эффектным преображениям https://clck.ru/3GN7tX.
Реклама. ООО «ЮНИЛЕВЕР РУСЬ», ИНН 7705183476, erid: 2VtzqvpitAR

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
02:51 «Мужу собака важнее меня»  
33:15 «Показала грудь сотруднику ВБ» 
42:05 «Тупизм при парковки»  

Эксклюзивно в VK Видео.",4000,1740042000,5104066,922,27667,3594,https://vk.com/video_ext.php?oid=-211229778&id=456239756&hash=fe3b30d99c2b926a&__ref=vk.admin_android&api_hash=17406953891e7e42726e73860a12_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-16.userapi.com/impg/EYQpbFcCLlp2f3b3rFTM5t4ZnBdUjHtRvC9o_Q/oKa2Joof_HQ.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=f4e4e1402b86fd90ae5699f7e8e18733&c_uniq_tag=w4zGOMuysUfl17CFmo0wNYjy31x1pmJfxq4VH2Uzzkk&type=video_thumb
456239748,-211229778,Женский Форум #78 | Алексей Смирнов,"Получайте повышенный кешбэк с МТС Premium в сервисах экосистемы МТС: 15% на маркетплейсах, оплачивая картой МТС Деньги, до 30% в салонах экосистемы МТС, а ещё для всех кешбэк до 25% в МТС Live: https://l.mts.ru/zhen_forum
Erid: 2Vtzqvgo7hW

До 19 февраля на Ozon проходит Фантазируй! Распродажа. Скидки до 85% и безграничный выбор подарков - от стильной одежды до электроники: https://ozon.ru/t/PQrdolZ

Реклама. ООО «Интернет Решения», 123112, г. Москва, Пресненская наб., д. 10 эт. 41 пом I, комн. 6; ОГРН 1027739244741, erid: 2VtzqwP4Yfv

подключай билайн и получи безлимит на видео бесплатно. даже при нуле! https://vk.cc/cHYJMy
erid: 2VtzqwdeXSU

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

Алексей Смирнов https://vk.com/cross_eye

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
28:44 «Ухаживает богатый карлик. Что делать?»  
45:37 «Понравился рыбак, есть план» 

Эксклюзивно в VK Видео.",3385,1738832400,5261238,773,26178,3584,https://vk.com/video_ext.php?oid=-211229778&id=456239748&hash=1258828624d3383a&__ref=vk.admin_android&api_hash=1740695389e954eae342d77127e4_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-11.userapi.com/impg/8AgW1rnAld1hdlicQ2q93h4WhTKQMydBKSpQbQ/ljWqxbbs-E0.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=319659110610bfe4ef97d43182aef965&c_uniq_tag=2utSlO1M_kYgP0RxcM3Hi80KtPPwviLxXaIVPbjoSEg&type=video_thumb
456239738,-211229778,Женский Форум #77,"Технологии флагманов, премиальный дизайн, невероятная выносливость — и все это по доступной цене. Переходите на HONOR X9c — смартфон, который проверен Россией! https://vk.cc/cHHe1a
Erid: 2Vtzqwe65sA

На Ozon Travel выгодные цены, удобный и простой интерфейс, а еще есть мильная программа! Переходите по ссылке и планируйте свой отдых легко - https://ozon.ru/t/bZd4bYJ
Erid: 2Vtzqxde9hn

На Ozon огромный выбор товаров для дома: мебель, посуда, текстиль, декор и многое другое по выгодным ценам и с удобной доставкой: https://ozon.ru/t/W8xr41p
Erid: 2VtzqxNvetC

L’Oréal Paris
Erid: 2Vtzqv6bb24

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
04:14 «Почему полуголых девушек на улице не штрафуют»  
33:59 «Попросила у мужчины ФГДС - сбежал» 
48:05 «Сходила на массаж для похудения»  

Эксклюзивно в VK Видео.",3993,1738054800,4452946,776,28041,4018,https://vk.com/video_ext.php?oid=-211229778&id=456239738&hash=5f1ccd19561f43a0&__ref=vk.admin_android&api_hash=1740695389d1653363761235b789_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-4.userapi.com/impg/dxLSOkLkT9vRsgIefLlvswy8WrxFRZThDUedew/rLyMQuk7T_o.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=e71eb8a3ab8d239a8726b970e8dfd04f&c_uniq_tag=bVfSuvH_wy-LrhFuCaPpxWiL57jprxGU1r0D1cTnJWs&type=video_thumb
456239719,-211229778,Женский Форум #76 | Ольга Бузова | Новогодний,"С VoiceTech от МТС не нужно быть айтишником, чтобы пользоваться технологиями искусственного интеллекта, они созданы для комфортного общения: Защитник блокирует спам-звонки и теперь прямо во время разговора предупредит, если вы говорите с мошенником, а Секретарь ответит на звонки и пришлет вам запись. Подключить бесплатно на 30 дней: https://vk.cc/cG68S1
erid: 2Vtzqwqmzmf

Открывайте Россию вместе с яркой авиакомпанией Smartavia и авиапутешествуйте выгодно! Даже на Новый год. 
Билеты и подписка Smart Up для заядлых путешественников на сайте: flysmartavia.com
Erid: 2VtzqxCkVqk

Яндекс Лавка поддержит и порадует вас, пока вы заняты  — https://lavka.yandex.ru/. Скидка 40% на первый заказ до 8 января по промокоду FORUM.
Erid: 2VtzqxcMwRC

Те самые брауни fitness SHOCK без сахара можно заказать на OZON: https://vk.cc/cGoO2X
fitness SHOCK — 100% вкуса, 0% вины
Erid: 2VtzqwUgHm4

Готовые квартиры от Самолет со скидкой 25% для тех, кто №1 https://smlt.ru/foapvp4
Erid: 2VtzqubCcsk

Ольга Бузова https://vk.com/olgabuzova

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
04:19 «Новогодний стол не оценили»  
42:11 «Ольга Бузова или Фредди Меркьюри? Кто лучший певец?» 
51:45 «Отличие влюбленного взгляда от взгляда с желанием!»  
01:03:10 «Парень любит, когда я притворяюсь глупой»  

Эксклюзивно в VK Видео.",4574,1735549200,5879621,1930,43044,8517,https://vk.com/video_ext.php?oid=-211229778&id=456239719&hash=779c866703ce8dae&__ref=vk.admin_android&api_hash=1740695389b267d9a22291d727f0_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-71.userapi.com/impg/0tkK5bi0Y-2tQWk8E1WoMWHuVqVyGaHuO3K-Pg/ZaohmO3cD_I.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=e3ab0ab6a2ac840cb103c78c4c87d5e6&c_uniq_tag=0a0YuoQ9NXqw0gyxk7kj80Dg2ZwqhQfoFDgvz0G94kU&type=video_thumb
456239713,-211229778,Женский Форум #75 | Александр Рогов | Новогодний,"Еще больше полезных новостей в сообществе Ozon Банка: https://vk.cc/cFKP1K

Оформляйте карту Ozon Банка и выбирайте выгоду для себя: https://s.ozon.ru/6K88R63?erid=2Vtzqx82Ria

Либресс скоро станет Libretta! Новое название - всё та же надежная защита днем и ночью от протеканий. Libretta - надежно, как ни назови!
https://vk.cc/cGozGe

Erid: 2VtzqwwnZTx

Сияй каждый день в новом году с продуктами L’Oreal Paris.
Ведь ты этого достойна!
Узнай подробнее: https://vk.cc/cGcOnf
Erid: 2Vtzqusmt5p

Лови удачу в 2025 году с бесплатным прогнозом и тарифом «Можно» за 299 рублей от Yota: https://vk.cc/cGu1Zz
Erid: 2VtzqviGgUa

Александр Рогов https://vk.com/alexandrrogov

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
05:55 «Хочет ли муж на новогоднем корпоративе пойти налево?»  
28:55 «Парень критикует на первом свидании» 
45:32 «Очень взрослым мужчинам ещё нужен секс»  
54:02 «Увидела как записана в телефоне»  

Эксклюзивно в VK Видео.",4055,1735376400,3994773,888,38128,4790,https://vk.com/video_ext.php?oid=-211229778&id=456239713&hash=fdacef531c1756c1&__ref=vk.admin_android&api_hash=1740695389a05c1735b5ee16d56c_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-4.userapi.com/impg/f2oLwFqRjBvbSJGVBrE6EuOo6o2g52HrNkmYug/KL_ad1AmE8s.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=a423dac8027c9365a389d44b971d2941&c_uniq_tag=0bq9X6fDVLyr2TgyH4KC_o-9zzwKMu63xhbZzk2eVpA&type=video_thumb
456239710,-211229778,Женский Форум #74 | Олег Шепс | Новогодний,"В Спортмастере Двойная выгода — покупайте товары со скидками до 50% и получайте 3000 бонусов на будущие покупки. А промокод СМЖФ даёт дополнительную скидку 20% на одежду, обувь и аксессуары только онлайн в Спортмастере: https://vk.cc/cGfiXq

Erid: 2VtzquZRoA2

Absolut Repair Molecular от L’Oréal Professionnel восстанавливает очень поврежденные волосы на молекулярном уровне: https://vk.cc/cG4WhP

Erid: 2VtzqxDv58u

Сольный концерт Вари Щербаковой «Вот эта женщина, которая» https://vk.com/video-211231029_456239558

Олег Шепс https://vk.com/olegshepsmedium

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  
 
00:00 Начало  
02:47 «Сегодня подбрила парню подарок на Новый год»  
42:28 «Шепсы - краши!!» 
51:09 «Вы любите оральный секс?»  
01:01:35 «Секс с домовым?»  
01:05:05 «Утонула в реке на свидании»  

Эксклюзивно в VK Видео.",4594,1735203600,5306855,1481,45482,12401,https://vk.com/video_ext.php?oid=-211229778&id=456239710&hash=bc4da6383d5a2331&__ref=vk.admin_android&api_hash=174069538906e9ed10d802c0c398_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-33.userapi.com/impg/vyMu-B2xq06IF1Dkz1fZPSw88A7jlqmhhCgMcg/TcI7nmEcesc.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=6db3151b8a4fe925b4e95e788977ab29&c_uniq_tag=jz-hly3RGLS4Pyw2yXmi615WCajFUlc88ho9PLpjOhA&type=video_thumb
456239699,-211229778,Женский Форум #73 | Ирина Мягкова,"Фен-щетка Tuvio на Яндекс Маркете https://clck.ru/3F5dZX

Erid: 2Vtzqwp3SdP

Авито Путешествия. Всё пройдёт как забронировано. Теперь и в отелях! https://commercial.link/br3

Реклама. Рекламодатель ООО «КЕХ еКоммерц». Erid 2VtzqwJKfDK 12+

Попробуйте ритуал для вашего роскошного блонда от Préférence. Осветление до 9 тонов с ультраосветляющей краской Préférence. Тонирование для нейтрализации желтизны с новинкой – кислотными тонерами Préférence. До 4 недель холодного блонда! 
Выберите свой оттенок https://vk.cc/cFJTDZ

Erid: 2VtzqxLGD1i

Ирина Мягкова https://vk.com/imyagkova

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
13:25 «Внезапные разговоры о делах во время секса»  
32:05 «Ремонт это блажь» 
57:34 «Фетиш на французский язык»  
 
Эксклюзивно в VK Видео.",4121,1733994000,4312593,600,30218,3483,https://vk.com/video_ext.php?oid=-211229778&id=456239699&hash=e1969ed48fd06cad&__ref=vk.admin_android&api_hash=174069538956f73f2c05f36d05ea_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-24.userapi.com/impg/DYkQB30iooDvQtlVFci7nGakNlhEQYuySgU1wg/VE3MPshHIdU.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=706229ca7e48245f5a75734a84bff857&c_uniq_tag=kVjK5a8dZ7htfEUo03FMqsvyFXY_s41zbkIpdE1pNDY&type=video_thumb
456239685,-211229778,Женский Форум #72,"Скидки на товары Redmond на Яндекс Маркете в честь Черной Пятницы https://clck.ru/3EuH3j

Erid: 2VtzqveJdjM

Распродабрь — лучший месяц для шопинга в Спортмастере. Успейте приобрести товары дня со скидками до 70% до 2 декабря в мобильном приложении: https://clck.ru/3Eqq9Z

Erid: 2VtzqwJWqCj

Авито Путешествия. Всё пройдёт как забронировано. Теперь и в отелях! - https://clck.ru/3EMiVo?erid=2VtzqwV8ADm

erid: 2VtzqwV8ADm

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
05:32 «Дойдет ли семя по почте»  
20:03 «Меня боятся все таксисты города» 
46:47 «Вместо нового русского оказался работягой»  
 
Эксклюзивно в VK Видео.",3944,1732784400,4625448,543,27462,3802,https://vk.com/video_ext.php?oid=-211229778&id=456239685&hash=0900d0ad72122e56&__ref=vk.admin_android&api_hash=17406953894ebe5927547100d300_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-49.userapi.com/impg/u0NindfCENALJMbAGyGR0SPfuOBzrJJdzMcPSQ/owiVowJ1p4c.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=f60ac1c2fb102b468bc0cd185c1430b9&c_uniq_tag=LH6FMv64qlnH8nPiDbrEo-bVkA9sx3SMLEyiqvrH-Vc&type=video_thumb
456239669,-211229778,Женский Форум #71 | Алексей Шальнов,"Бренд STELLARY выходит в свет, а это значит, что он стал доступнее! Теперь средства для создания роскошного макияжа можно купить в любой популярной бьюти-сети, выбор остается за Вами:
В Магнит Косметик https://bit.ly/4fmpmT4
В Золотом Яблоке https://bit.ly/3O5hDx0
В Лэтуаль https://bit.ly/3ABUcbk
На Ozon https://bit.ly/3YKMOlT

Erid: 2VtzqxS2oUH

На Ozon огромный выбор товаров для дома: мебель, посуда, текстиль, декор и многое другое по выгодным ценам и с удобной доставкой: https://ozon.ru/t/22G58N2

Erid: 2VtzqvYR6UV

Absolut Repair Molecular от L’Oréal Professionnel восстанавливает очень поврежденные волосы на молекулярном уровне https://vk.cc/cEBxIH

Erid: 2Vtzqvr6ZwB

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

Алексей Шальнов https://vk.com/aleshashalnov

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
15:40 «Ужасы сожительства с мужчиной»  
44:16 «Парень ходит вприпрыжку»  

Эксклюзивно в VK Видео.",3646,1731574800,4611880,1259,37351,5631,https://vk.com/video_ext.php?oid=-211229778&id=456239669&hash=c41273aa028de51a&__ref=vk.admin_android&api_hash=17406953899126457d582f6ba27e_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-22.userapi.com/impg/iA0r5d-3x_G8WSVVrprgb2hhAYymrx3A5tSxEg/IoTuPHiZl7o.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=f784b2a246c93a28d1760ff5f0912d52&c_uniq_tag=PoLw8y7MCDzSFXKEXWAoHprSMleZ8jCRJbgGRFR9vcU&type=video_thumb
456239661,-211229778,Женский Форум #70 | Оля Малащенко,"Много лосося – лучше один раз попробовать! 
Скидка на первый заказ 25% в приложении по промокоду forum25 — https://ml.onelink.me/pOkU/xtwv6xqg

Акция действует с 31.10 по 14.11 и доступна в Москве и Санкт-Петербурге.
Erid: 2VtzquWrSQC

По промокоду FORUM скидка 10% при покупке от 6000р по ссылке https://goldapple.onelink.me/jLXC/8k3ec1j1
Erid: 2Vtzqvceu2U

Попробуй профессиональный уход Matrix Instacure Build-A-Bond с технологией восстановления миллиарда связей внутри волоса https://vk.cc/cCK0pY
Erid: 2Vtzqv2Kh1V

С 08.10 по 31.12 совершайте покупки в «Пятёрочке» и получайте электронные наклейки за каждые 200 руб. в чеке при покупке с картой «Х5 Клуба», копите наклейки и покупайте посуду Liberhaus со скидкой до 50%. https://vk.cc/cDfrPP
Erid 2VtzqvkDrrG

Пре-черная пятница на Lamoda. Для тех, кто не откладывает стиль на потом. Покупайте уже сейчас оригинальные бренды со скидкой на Ламода https://vk.cc/cDqRxu
Erid: 2VtzqujqsYF

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

Оля Малащенко https://t.me/helgametamorphos

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
06:28 «Уместно ли на первом свидании?»  
28:40 «Почему я выбрала парня бывшего зэка»  
48:34 «Неожиданно в комнате почувствовала запах бывшего»

Эксклюзивно в VK Видео.",3988,1730365200,3049114,666,31591,3911,https://vk.com/video_ext.php?oid=-211229778&id=456239661&hash=b8596dc8ac4db2fe&__ref=vk.admin_android&api_hash=1740695389b93309091c782072e1_GMZDANZRGM2TCOA,1,1,1,False,https://sun9-5.userapi.com/impg/bRtFVyAbrfWW2ypYbUu9oUWDMkXLfvmAusYxkg/jxAQ1CbuI70.jpg?size=130x96&quality=95&keep_aspect_ratio=1&background=000000&sign=f40616887c7867c440e317d1946b4be1&c_uniq_tag=DY2sjI-b-OO6oDxkAMLclOlwmUZBwOROzS9VTn8CNn0&type=video_thumb
